,channel_id,clusters
119,UC2OpFBhabwG0kyKAP59jpcA,2
120,UC2SlN_RU6MPcCWrVjgWbpaA,2
121,UC2UTcM5LZyCeBd9Hq1R-mfA,2
122,UC2WN2j9ZzvzRY-fDpfIcIlg,2
123,UC2Y49i-pvXKi18Ds-PWSMGw,0
124,UC2_Y0GD6izciwbLI5ZLfBCQ,2
125,UC2_ybSGofeDKySe4tVec9CQ,1
126,UC2efTngru-fBqPhawbhq1zA,2
127,UC2fjzysE6By1_vBdxn7RZBA,2
128,UC2gF8dwDMoE_pYyNgy9O9uQ,2
129,UC2iDvrxfdmg93luouAUOP2w,2
130,UC2jo33DryHwPh0kWrWNrtAg,1
131,UC2jyw4HwyeLW-reRyVJs_hg,2
132,UC2kXahISE317Z_zQJsMX5Hg,2
133,UC2nSNF_24upKF-dwAnJprQA,2
134,UC2pLwlnGlxylskIM57iH70Q,1
135,UC2ppUEkwXUL2UcUIWhIxzIA,2
136,UC2r2yUtwfL7CmN9mpzzEZMg,2
137,UC2u72PWcHEWei7O1l3ZHgRw,0
138,UC2uI-W3qti89WyP1x676t8g,0
139,UC2xUW-xJm49AtXgwjMXXkIw,1
140,UC3-RcWhHbjmk47IW0CA2Z-A,2
141,UC310aJFjr6Gn9mGZjMZ2VTQ,2
142,UC31qHtAP74qcamZFzr-Qw9w,2
143,UC32_qm7ebP6L6oQn0DyUUcw,2
144,UC33JmaiHeJ3OcHydKnO955g,1
145,UC35O5VJtcDAnGYHIAeqhn_A,2
146,UC36V1yBEnsfsHax2y-uw8xw,0
147,UC37EmW5JKkeAdd_gilLkh4Q,2
148,UC382uvzattsT-zJnerlM_tQ,2
149,UC398qFjhupXKQrQHgVbhyeg,2
150,UC3B_-C_QQZg7YCfrznoHrVQ,2
151,UC3DlBH-xfffI5noUXBdDWOQ,1
152,UC3Ep5AaTCHs-OSj8zARivUQ,1
153,UC3Er8grRUxc2-XgO30Fv73g,1
154,UC3FQdSk3Si5mHYgfPz-3DRw,1
155,UC3GZI9fqUy4TJJ5_LXj-YJA,0
156,UC3Hir1qM-EEZO1OvD4FRXsw,1
157,UC3J3_yhIoKgo3MV-nUkRu7w,2
158,UC3K6F4lETMkLuJkHAcehwxA,1
159,UC3Lt5mRUs9nT0PzxvQYXhuA,2
160,UC3QWCiXx1sAMET3yLPBjEXg,2
161,UC3TnjkACrnSI-7gd5AKK6SQ,0
162,UC3W6VvlXILusax8gBcxwX_A,2
163,UC3XBCQs5zO_X8RnnO73CfHA,1
164,UC3YhpMbTVVPsDi0n4A2aL6g,1
165,UC3_Ovztl6n_mGmjP4x32O5Q,2
166,UC3cQWF3e0qcIDEBzCzqp_SQ,1
167,UC3kR49EpfiA6opT5xjWVbcA,1
168,UC3kygq9tAiIRAuhmmA6ZrJw,2
169,UC3l6jDobSxYRdORZ7wiOHzg,2
170,UC3rpTB3Ugx5R7Iq7P3UaCag,1
171,UC3uRN-FK0P-QiTAhwx4g9lA,2
172,UC3zdsaixiD10vWnWtsxDowA,1
173,UC4-2m1TyJ_4Z9QCgB-qQ2yA,1
174,UC40qR93l4ssEXGCcf-Z_Y2Q,2
175,UC44_Sj1cNHl9aksOitulCxQ,1
176,UC49INiu6LagP0jTYd_Q1_zQ,1
177,UC49h6SJc9rGy0coPItNsJ5g,2
178,UC4GtgeVNkbxxPWxlJiaLxCQ,1
179,UC4ItN8VTG1Wl_cVdPrP-XbA,2
180,UC4KlaFd82IghStNA0JflVqQ,2
181,UC4LKSLqF4MLMcMSDfzwsyGA,2
182,UC4NvUwcHNXtcrekrThVtxTA,2
183,UC4PP7GHJgkI-GeUCSa4AkVA,2
184,UC4QJ2y252OJTgsU8a0g13HQ,2
185,UC4S-Fwaa_9m6nR6d5O0i8OQ,2
186,UC4VrzlbLrJgPeA4gftWjfWA,2
187,UC4XwcR0qEB0JbgaU_OgAMuQ,2
188,UC4Y57hBLxOoGZ4B-t06t3Ng,1
189,UC4aSU4wA4GdCgy0GRceGV_w,2
190,UC4cyjIZetKm5aCFVsYv0qLg,2
191,UC4iJ0wsOCkkHor5Od4vXuiw,1
192,UC4nHUQza5Q8Q1DljdlId79w,1
193,UC4riTeS6gWURaANwaIP440w,2
194,UC4rp7cWWE6KbPYVOG1uXYow,1
195,UC4tY93z5eq2U32M4ik1Qm0A,2
196,UC4tayHZCYDP-gupNpVFdMOg,2
197,UC4vQhmJ8fm8TFVfVL358-3A,2
198,UC4vXVFAk9ttaWDr8lua7O9g,2
199,UC4vz7SIm8Zn_HaAYjoYQzQw,2
200,UC4xSVvtMfQbXDpHutCvgZmg,1
201,UC5-M3RKL-4D3Z7xL0XLsbbw,0
202,UC50GLSvVvWRY-8zW22fbxPw,2
203,UC51ZfxOF7pNqKKfu9XOQeEA,2
204,UC53BitwYQHJi0sTbMGavayA,2
205,UC57eEELJS1CSpOyrQ1h__Cg,2
206,UC58VEPrRurYKc2sj8-jTdQQ,2
207,UC58rsny-IrTuUcfK0Uob8JA,2
208,UC59yRDT_DC74W9e05Tyr3WQ,2
209,UC5A4teOMJ9xj54GlPYhXOxA,2
210,UC5HNABHYrVsweW1sreRVwsw,2
211,UC5Mu91L8hbGdeiDBq1nt8Uw,2
212,UC5TJqjOajkaXYE6KucKt3xA,1
213,UC5XIgzc2Qm7BhWl1vjyQoQQ,2
214,UC5Xoo2XIGtram8yX1stt4Vw,2
215,UC5ZJuvL001PRGWUMYrGDWPg,1
216,UC5b3Kev6VqG5kJBOmUJ2iAA,2
217,UC5cG-Uc-WiEcAjnHF3qfH7Q,2
218,UC5dhNpIK_vwFqDgwGWYlMHA,2
219,UC5eEFhextzI8KVAbeYrOA-w,2
220,UC5fLcn3EqsvKH1eMd5hx4_g,2
221,UC5fsX1F6yKmmQ27am70SlMg,0
222,UC5jmiHIu0KjRCyFUcOfYRug,2
223,UC5jtDU0qj9laFViiKe_eWww,2
224,UC5mqe3duuNc2KxZi6w7bEbA,1
225,UC5n-59mHuKv0223dVGi4pWA,2
226,UC5oSaHv4brSEEmfWERMlW6g,2
227,UC5ofM_7gXyAl-tgAWgVIdTw,2
228,UC5s2iwTHSZE57E4ktD-B-rA,2
229,UC5w8y1Gc-v0024SQ5uEheXw,2
230,UC5wBgBQ7f9vBGOeljLVhLxA,1
231,UC5xCtFojUku8YXJduA9Cpkg,1
232,UC5zVIws76r2zbs0CDGYp8kA,2
233,UC5ziksBjLpJI6sigHwQgGIQ,2
234,UC6325T_T9lFnhp6ZEvFyjeg,2
235,UC63_QQICakGyNIWS15vIbGA,2
236,UC64hQYpdupinRlf6lkx96ng,2
237,UC65z6wn_7KUcRhQZ7lggmUA,2
238,UC6AhuKHE0b2SdAnPUFpmFJQ,2
239,UC6GkxARDHa-KFH0R6eWodOw,1
240,UC6HtdFOmItCLICdcOJY8kUQ,2
241,UC6KTR5InRWXgDOAh4fRJ9XA,1
242,UC6LGEm-IEfX3sE_0spJplDA,2
243,UC6OXLcJVr2Z14GFTlkrIy5w,1
244,UC6RJIs72lMI-QFqKO2vJYOw,1
245,UC6UobGVKHHk-Ctv4D2mYuBw,2
246,UC6YqzCuCMdU78zMlToAKAfA,2
247,UC6_COgtp0jD4oU30q2wFn8Q,1
248,UC6cgZvnsfgGXz0qksUd_CXQ,1
249,UC6clTCMJDqBXw-0s5F5h40w,0
250,UC6eFBGgDbGaR_hb-9cyMHiA,2
251,UC6eHATQn1kFRiTtqueZDM8Q,2
252,UC6j-dmMC8Kaken-TP8aSuKw,2
253,UC6jutD4DzduvPk3momRHcGw,2
254,UC6nEUDPNFfnda7VZ84ZlDBw,2
255,UC6psJjjjcb96qsdGYhpqCog,2
256,UC6rIFuANY3MHbHzy--EoyJQ,2
257,UC6xashtIzaVEPfFulMn-xOA,2
258,UC6zfzsnXUSiiuV5DwBPos7w,1
259,UC7-LXS7aeY6Xc7e8nMLU4ZA,1
260,UC71Ha9WK7iAvDiUWwhCKDFw,0
261,UC762dvysP5x-9qcgck2r1mw,2
262,UC7BEqI133Nm4Ie-HN9hxG8Q,2
263,UC7BbRKs_NIXkmXheADvkBVA,1
264,UC7CtM42pq3WFHABDyfkkSmQ,2
265,UC7DnpnQYlyl426I50ZIfc2g,2
266,UC7FFqnxXntKb__0QbdUbDvA,2
267,UC7MyLQARGLFErPHv8GqPgbw,0
268,UC7Owcb5Qo6pic82UiJz5Kxg,2
269,UC7PkzAK5gouaM8lKtxfXQug,2
270,UC7QWH9h63SM1G-n3a14fL5A,1
271,UC7TOXYYvTFYwqFg7QX5PwbA,1
272,UC7VTy8eGUERFptyED4G7LPw,2
273,UC7YZMq8vswg8LCB8ss_XM-g,1
274,UC7ZFpmH5H0DKzaPM1jHU0oA,0
275,UC7gfp11POCHhDqpYC3ApAfQ,2
276,UC7hdnt3pWu0AnmGJ3dMI1eA,2
277,UC7knb2tYQ1NYw2uCBXd25iQ,1
278,UC7lzKCNzwhNKka93ZsG0FVg,1
279,UC7p_SFFF-baOz1BckEObPtQ,2
280,UC7pofDFiujNVkajo_pveruw,2
281,UC7poyrqlfjxYUYV3eHPHteA,2
282,UC7qCEUvE9Dt9sCTL-M2DtKQ,2
283,UC7rHbrGyPvs5wFfSC6lw9gg,0
284,UC7sa8EbTu-sIhiXr1Ypz-PA,2
285,UC7uEPWuh1AJjf3Gl-dSh8Sg,2
286,UC7zjRE-Ggg3xbWO5uGicNGA,2
287,UC8-x5n2OUIqZc3hxeOlkOSg,2
288,UC81s8eUDb7gJcRIwjuodA-A,2
289,UC82VglccCenAIidYkE7QQjw,2
290,UC84NF8c2h0PIlUpT4ToOeyg,2
291,UC84q56iWjRLHemp89e4_GKw,2
292,UC85PjpYOeA6hXhN2cHuFpRA,0
293,UC892_AAjyrDhm6cINIU1ZvQ,2
294,UC8EQAfueDGNeqb1ALm0LjHA,1
295,UC8JtU9wkq37glMYiokkl_7w,2
296,UC8MAZqi85yvv2OVd1vyJwcg,2
297,UC8Nkv_XC9dbHzl3WZ1ajH2g,1
298,UC8PMaZgvPWRsYrDvuBuao_A,1
299,UC8P_DjU9UOiH9l87aEIWvWA,0
300,UC8Ptb02QQOmPWLia5HzOikA,2
301,UC8Q3k0QVRtUTmfOMx7mbBYg,2
302,UC8TdyCXW3l9CL_vrbtiRTlw,2
303,UC8X2idvX7Ke1lN1DAc8yYXg,2
304,UC8Y-lZxGLWmmQ_hFh9FQK_Q,2
305,UC8ZNLH0-cucS0k2SlrAkaeQ,1
306,UC8Zsm95QX_Db1w6lg4iMnbw,1
307,UC8bb7WEoYI9MhGHqTEmmdTA,2
308,UC8cbWVUKfGS_HAmqkGT4sTg,2
309,UC8clK74x8FAoFaFLGzsJu9w,2
310,UC8eZEb1g3MHjO0_hUCrmUJQ,2
311,UC8hah_7b85KhVCrtfeCcuzQ,2
312,UC8j-EAPqvMQ_VhjGcLio_7A,2
313,UC8jPC5KhTA7jKf7WLCjtTHw,2
314,UC8kL40emkTwp9jJbIXWSKbQ,0
315,UC8qDVPMqHTG4dEycJYEZk4A,1
316,UC8smZTmur02N2nuhT9A2XNA,1
317,UC8t4JTFfEkQ4QVCfZffPLNw,2
318,UC8tSBnK6z9Ws_vBEQ2fqzsQ,2
319,UC8xRCBoY_fE6Pzs_1T0VNsg,2
320,UC8xpYeIX-6Kq1igz_YPpdYA,2
321,UC8zJSxikADE5ISJFJ7B-AAA,1
322,UC95Dm0j7u966AbH-l8Mu03A,1
323,UC99LWse_KWfeni2ifMYuI5Q,2
324,UC9Ckr5Vh-plU4H2FyeYKcZQ,1
325,UC9CoJj_Yt33bgkiRMm4FqiA,1
326,UC9GGl9ZdglN8Q2SK6Ui4cwA,2
327,UC9NW9pFUgnvNeuFrkqox7FQ,1
328,UC9P-4cKj1dPBUfU8bGakwCg,2
329,UC9PdUT5jUAvzqvDHG-N8Y3A,1
330,UC9Pi9gaUdHvtDpK9dVVA7CQ,0
331,UC9S6xSdy3A4hvuupIPftkKA,1
332,UC9YTDw4Tb0onameb7cCRGXQ,2
333,UC9Z8s4tGB_54mFR1T6-BcyA,2
334,UC9_1ruugEGN1p-XVkw7aPbQ,2
335,UC9aob_4eeG7CASH9IdHdS8g,2
336,UC9cAKxWtixa-HoryYsc4NVA,1
337,UC9dJ-BvQXR80WFCayoxuMBQ,2
338,UC9dcrBjAxOOMbENKgjRzQTQ,0
339,UC9fGG7rxW9P3fnkRF3Zh0bg,2
340,UC9fVu9C6WfMtjFPLHGdTsqg,2
341,UC9gqhGOgZBIHeFOpOplxeow,2
342,UC9htusym9y1TLS3SSKeladA,2
343,UC9j6JhjAZ31xFV_pAgrAOYw,1
344,UC9lSvEKGDadDDPiRAflhoBg,2
345,UC9mIHrcccCA0Kq1bOJFy48A,2
346,UC9na21GlY7fZ_LtT3FoTv0g,2
347,UC9oLH_iinr5alezxfJ2Lvsw,2
348,UC9oXp6qX7fRQ2xYuYnOW8oQ,2
349,UC9soEyJcjQaTzjeM9oUJmtw,2
350,UC9taHy6vP0I7PcHFCIVbbsw,2
351,UC9uPmpbVinTDL4-aZN-Y1Uw,2
352,UC9vSK8qKtF6R3rNkz_FCfcw,1
353,UC9vaaPbgbe-lD0_aS5xX2uQ,2
354,UC9vptVx9jyjMSrktyQZFKhA,2
355,UC9w1XmAZJIU8YS4H-ML9ysw,2
356,UC9wh5HXHD06EPmMiu4lTlug,0
357,UC9wm6Rzy4vuElIaLZXgPlTg,2
358,UCA27-iJT5GqAt8ekUwy6W6A,2
359,UCA2_5S78UFupHH1Q1ri3XAw,1
360,UCA2hT05FxPgVe_C9LDADIKw,2
361,UCA6ahQhq86RqUl_QPnPzlkw,2
362,UCACFtIk7o5SCAjNntf_GljA,2
363,UCAGOsvVgnMqkXsAxRuGAPUw,1
364,UCAH6r3H9xePDBrWxP-cwj-Q,2
365,UCAHvmYTUHjESPY69Qzo0N-Q,2
366,UCAIJ20PB7Q5diln9czQFiwg,2
367,UCAIRdVVbcmlJ6COCZGyNxQg,2
368,UCAIbxvHQQCYZ8sdRdl_nNzg,2
369,UCAJ5ASOAx4sJlMIA1L7TE8g,1
370,UCAK7c8CUFIJHhrDdRh1cC9g,1
371,UCAM3A1Y0ImWUDKYW3bVd_eA,1
372,UCAMfpEfn9YbZ8e2cL1ssWSg,2
373,UCAOC-mxzeMU3mJwN6llQ-Vg,2
374,UCAOuFy_6dXFqMaa0-GwIxTA,1
375,UCASjTz4wC5E-8Twuszj7amg,1
376,UCATKDlAxQf96a7BJw1XyMfA,2
377,UCAXj7_HwbiAzNpm4Xs_1acA,2
378,UCA_2NIfVIoLFKQnQHpFbQPA,1
379,UCAb-yZWcUqDuTXxS21M2dYg,2
380,UCAg5XXdBwq2HCMDPGgxm5vQ,1
381,UCAgMBKW7fY4EiPFdKdygCDA,2
382,UCAhY1NEoX4NA-yFwXWZScBQ,1
383,UCAqnWcdBCeR6aIDy3bbQp3Q,2
384,UCAuzcLII4j2m5nZb_Ts2z-A,1
385,UCB-EDaLBhE14p5G2v-Obkgg,2
386,UCB-aJ7r9CYxEMp9FYHwh6Iw,2
387,UCB3p0m5xNYPeOpIAjXFGAig,2
388,UCB5GJcmUUEcwT3y7E3Z_jLA,2
389,UCB5LAyjTHuQvt71Gqindovw,2
390,UCB5QgA1OiFyEqvG7f5C1hqQ,2
391,UCB73G3y8tsKoknXYnFQgdkw,2
392,UCB88hUW8kWLIW55zrF8OX3A,2
393,UCB8eIHwO0MusbhNk-XqZxWQ,2
394,UCB9NyDwL94SECDPef3ePeTA,2
395,UCBAYKgIkIK2hPxSf_gB5mhw,1
396,UCBBOF-l5Pw9aT-gV1iZX0wQ,2
397,UCBBP-RpvMFszD-XO3BdUapg,1
398,UCBITYGJem7I6sxZSeynWApA,1
399,UCBKEoPtmIR6_vvsB06htyOg,2
400,UCBKrkddcBOMFuFz9eAvu6NQ,2
401,UCBMmfoYt1msbrCWbfNoISsg,0
402,UCBQ8CadL_t9d4QczhvE24zg,2
403,UCBRe0-KUrMVzs9jarolKuxw,2
404,UCBSV5S1rUhSKnkDM4wjpsbQ,2
405,UCBTKj0zxGpKT_6it91K5VTw,2
406,UCBW2IqayWuVsqh2d_QMnqyA,2
407,UCBXnvvwoD20jKJIR8bL5JjQ,1
408,UCBZrWIm6uuKyWU6R-1QcPww,0
409,UCB_NFbe7ZLA285Iqvrq9X3A,1
410,UCBbyPMMjHILnJKO8BpteghQ,2
411,UCBgnOXyAD6RaqktGTwPWTNg,2
412,UCBgz3ian5Wa4uDBC01QXNhw,2
413,UCBisPvLyJAeLwS9MhDDNKQw,1
414,UCBjDHg_FSY9KcNpNqxirRMA,1
415,UCBmbz9F-f8g2ppuHShgyqEQ,2
416,UCBo-meLTo2WHTG7JSDRvPIA,2
417,UCBqdvvwQj5NGSwtbkLZZdFQ,2
418,UCBsZnNoHMtK99mn4SwexRCQ,2
419,UCBuv6S608A-DkwjMH6YWSXQ,2
420,UCBxf9QzyDayNHhbTQvCikRg,2
421,UCC-PgTRYrZR8Dm7JwT0CUuA,1
422,UCC-mLlWbwI8sw4rU6FJBZng,2
423,UCC3U2oGfbQD6uH3YNiqFVCw,2
424,UCC5KkdRQ_OrQKdXAUJ8sYkw,0
425,UCC6QH9q3xbWu9GjR44F4_bw,2
426,UCC6_NYqHZHyH3Ojqkd_MCSA,1
427,UCC9SXoa4kk9qyJHNCW3KUXQ,2
428,UCC9vcb-ZuoSftB2ZASJ7Orw,2
429,UCCAOBxyh6SSxTN3zUzYFvaA,0
430,UCCAgYCSiZsp_wclsT6m3a6Q,2
431,UCCB46lyEfJ7ZQ-ZFqVoxJhA,2
432,UCCDkyDj4CqnDVJEHk9GsY0w,1
433,UCCERfazQWmgDQQdfKqYODdA,1
434,UCCE_1cXGrH85NP3B0UOpfdw,2
435,UCCGCb0LRpo1fufnyT1p1Odg,2
436,UCCI0h_UwYwEeJS52mRjqpVg,2
437,UCCICHfD6jyVpJ9XAk5PaDVw,1
438,UCCJ56k8nBeqWLoxNa6DToAQ,1
439,UCCKxVCnIkN6EDCRYkbqi7RQ,2
440,UCCOlrqZmVnW4F6LQOE8bTyw,2
441,UCCPCWL02yvoCd2s0SuaxZaw,2
442,UCCQcvokyU2qWY2OECJRepag,1
443,UCCSrQkxF0uway8uyFah7F7A,2
444,UCCW0T8h0kDZbOShTEPxOXxw,1
445,UCCX2L3CWCf9unGjHnfdZ1nQ,1
446,UCCXIZuqWGzqYq7hN5PRe7Mw,2
447,UCCZzEbl87RzAzvbD2MVczHg,1
448,UCCa4KhEUql6NRrsBUpX40eg,1
449,UCCcSDC1wvbku2X2CYtR5PxQ,2
450,UCCe9obRuqlzEZj4iKZanJRA,1
451,UCCeqYLT6EYVAxLYU_PxOR5g,2
452,UCCgZVtvjiFABVMxs-RiYrQA,2
453,UCCjJ1h7cxJE7r_DrXzB81jQ,2
454,UCCl-AoCmMOFO5O7KF8SUy2g,2
455,UCCn6all2R4RQ1MN0OkpPcjQ,1
456,UCCp0vXCld5F_r2XTDwv6l5Q,0
457,UCCsGz-k3IGDyGDxrea7Ad1g,2
458,UCCssVQeOktf_kdhzMnQgryQ,1
459,UCD2cuYjMkewkpT0q47JyJ5Q,2
460,UCD4KscfRLirBouYLlkpVMEw,1
461,UCD6Ew6cbbGaZ3jMPZJgVeSQ,2
462,UCDBroOWVP4aN8SYM0br6sJQ,2
463,UCDCwbS2czyr2zJY8lJoQMkg,1
464,UCDEgJ058KAoZfUOtoCSReUw,0
465,UCDFcILZgwHg2JaNxb91ZuIA,0
466,UCDLFT_CzEnqteCfubtSsf5Q,1
467,UCDPaG8BLI2zz-kA2ZrlpQsA,2
468,UCDQn9EPc_RkLzKdLSORZeKQ,0
469,UCDTBlb9UM--EEOqNaL5uIkg,2
470,UCDTNWMplT7D0__wVVsyRlzA,2
471,UCDUD0MjiCpitSH9iIdugUBQ,2
472,UCDUDNthJAmDiJyg0_3WQtmA,1
473,UCDacjlxdGztxDHAUx5F2PcQ,2
474,UCDb_U0bOP_Ajhg6WobVNI0A,2
475,UCDc9IoqKsXRgUtoXfsB43YA,1
476,UCDkXdg3orpZdG72XGx0qzUg,0
477,UCDk_lGD0KTkeAz56o2M_jUw,2
478,UCDqTeG_GsDlW633dzOo1jqQ,0
479,UCDw68MSTT0QXODs2JrFef7g,2
480,UCE16L5tkddkA2GlgZZAPPBQ,2
481,UCE2M6ooDiAmZailJ_C34dcg,0
482,UCE2oZq1uKdJ-l6Dh6njm_GQ,1
483,UCE3auAgA5psDoHlAO50P2Aw,1
484,UCE4WbCmd8wsqw6j_-sVuP5g,2
485,UCE70e5aO6HQVEVt0iNubCsA,2
486,UCE7Hg-dKLnE0Jru_9xZAA4w,2
487,UCEA8i6k5L-B4_vSO7YIwDUw,2
488,UCEDkPIIdpzjQ8y801EYDS4w,2
489,UCEG_2XiJWmicSaDfdd3Vk1w,0
490,UCEHs7ymn9hxSJMHLlcFLj0w,2
491,UCEMNkQJGlziOfaMLB09-gJQ,2
492,UCEMea_nVWPUb4mGSP2NP4NA,1
493,UCEOPwFDEimk7OOls-lSx90g,1
494,UCEOgX9IL6A_BSUtrT0aroOQ,2
495,UCEQLl6f8UUil-bAZLbG3nQQ,2
496,UCEVO0SZ2aWtK74Zvp0Ja1yQ,2
497,UCEW_Fp3XItZqa0lxMYNkQeA,1
498,UCEZKpVw6ldXNVU4Ua6IFwTw,2
499,UCEZesnckCG6DzTrU4a4RA_w,2
500,UCEZxNabegIKig9gEMOCQlhg,1
